,text,target
1473,"in article c5sou8.lnb@news.udel.edu roby@chopin.udel.edu scott w roby write in article 1993apr20.163730.16128@guinness.idbsu.edu betz@gozer.idbsu.edu andrew betz write in article c5rynw.iz8@news.udel.edu roby@chopin.udel.edu scott w roby write and -PRON- suppose fbi prevent come hand national tv camera watch watch two mile away far away happenn explain vengeful filter humiliated agency say quote enough please tell think happen people come hand week ago -PRON- not happen scenario simple plausible -PRON- generally believe conspiracy theory involve complicated unlikely scenario the fbi send letter martin luther king 's wife insinuate mlk have affair again tell exactly trust supposedly benevolent government more release child compound obviously -PRON- authority worshiper i.e. david koresh vernon howell/""jesus christ -PRON- see lengthy excerpt australian documentary 1992 clearly show cult give camera time -PRON- present excerpt cult leader guarenteed -PRON- view documentary claim source -PRON- pleased batf handling affair -PRON- think bungle badly start but -PRON- not think responsible fire start different place two place eh -PRON- see or wonderful fbi tell -PRON- see place the batf mean devoid fault handling affair but suggest intentionally start fire ludicrous -PRON- suspect plenty camerapeople willing risk small arm fire good footage these people tell hell camera range why could not answer eh this important question root because suspicion drew betz@gozer.idbsu.edu bring terminal free state idaho outlaw right outlaw right spook fodder fema nsa clinton gore insurrection nsc semtex neptunium terrorist cia mi5 mi6 kgb deuterium jim jmd@handheld.com -PRON- be rethink there be day -PRON- not rethink but -PRON- not bill clinton 6 april 93 if -PRON- american -PRON- englishman foreign troop land country -PRON- lay arm william pitt earl of chatham 1708 1778 18 November 1777",0
1474,iftccu talk.politics.gun mikey@ccwf.cc.utexas.edu strider 8:51 pm apr 12 1993 -PRON- think hold knife gun how the hell are you go to manage that -PRON- not offer -PRON- have watch knife verses gun bit contribute comment stuff -PRON- would face knife gun get come ignorance -PRON- think pretty thing -PRON- get educate people rule understand deadly knife quickly kill most people not understand take inch penetration area because quick minute death the death rate handgun knife percentage point many people realize deadly knife try luck injure knife a gun deadly single direction be advantage remote control weapon a contact weapon knife control spherical area 7 10 foot diameter most people see knife wound aside slice finger accident from 21 foot knife nearly match holstered gun experienced hand knife wielder moderate skill from inside 10 foot knife match drawn gun a knife utterly silent jam run ammunition -PRON- limit speed dexterity skill ability be wielder criminals general young fast strong -PRON- be interesting note patterned slashing attack martial artist remarkably resemble wild uncontrolled slash attack novice -PRON- have talk train martial artist -PRON- unanimously agree knife simply plan cut hopefully bad attacker practice firearm require facility equipment practicing knife require small area simulate knife popsicle stick tooth brush criminals practice knife attack prison if train knife firearm realize fact inkling wrong knife rip throat case experienced attacker part body fall ground a 60 year old man arthritis close 7 yard distance gut half second dennis tueller broken leg walking cast manage -PRON- have see people close distance strike 1 second -PRON- be old weight slow -PRON- 1.3 second -PRON- have see morgue footage people kill edge weapon believe how single stab wind chest table fork in case attacker handle pointed end add fact hand gun stop power largely myth except case central nervous system shot round destroy skeletal structure take 3 second bullet wind effect this true heart shot there case police woman l.a. record survivor .357 shot heart that lady kill attacker chase all shot fire she shoot strike perp atta girl the bullet enter downward angle go apex heart diaphragm clip liver destroy spleen -PRON- exit leave tennis ball sized hole -PRON- die time operating table hospital 15 day duty month -PRON- duty time wear vest -PRON- way home happen gun no not think civilian right sigh the moral story do manage shoot knife attacker would better plan dodging a good alternative shoot break pelvis people walk little break leg broken pelvi nearly anchor many firearm school recommend pelvis shot contact weapon the target large traditional center mass reliable stop somebody contact weapon assume caliber powerful job hot .38 be usually remember folk idea not -PRON- live fail consequence this reason kill not goal case good alive -PRON- not want face violent attack sort knowing -PRON- know -PRON- not rightly -PRON- would face knife gun -PRON- depend attacker -PRON- pick choose -PRON- wouldn't be there this line criminal fear law criminals fear weapon -PRON- fear citizen weapon show resolution determination take rick,0
1475,cdt@sw.stratus.com c. d. tavares write in article 1993apr15.171601.25930@dg-rtp.dg.com meyers@leonardo.rtp.dg.com bill meyers write a bill to establish right obtain firearm security use firearm defense self family home provide enforcement right maybe -PRON- be religious -PRON- bill establish right -PRON- wince keep mind law giveth law taketh away cdt@rocket.sw.stratus.com --if believe -PRON- speak company or cdt@vos.stratus.com write today special investors packet -PRON- not think objection bound rationality the right mention bill establish second amendment bill reword reaffirm second amendment rkba establish procedure redress federal court system the right exist embody constitution aaron arc@cco.caltech.edu,0
1476,-PRON- try answer dorin 's question address specifically -PRON- feel -PRON- bit concerned thread -PRON- southern lebanese village receive end israel 's bomb in place death soldier patrol occupy lebanese terrritory not act terrorism murder -PRON- disingeneous compare death athlete munich act terrorism mrder this exercise aim solely divert issue far truth -PRON- dorin remote ignorant problem ground comment charactriz irrelevant heavily color preconception misinformation -PRON- try paint accurate picture -PRON- situation south lebanon in article 1993apr15.152455.14555@unocal.com stssdxb@st.unocal.com dorin baru write be israeli civilian opinion now -PRON- condone bombing village kind village but claim village civilian iraeli claim camp fill terrorist -PRON- claim israelis shell village hope find terrorist if kill fine bad civilian die right -PRON- sure -PRON- -PRON- home village summer for information people bunch indiscriminate terrorist most people village regular inhabitant daily business work field small shop old man coffe shop drink coffee be hard imagine -PRON- not terrorist camp israelis like view village small community kid play soccer street woman prepare lunch man playing card etc some young man usually age 17 30 year member lebanese resistance even inhabitant village know secretive people suspect these young man support financially iran time -PRON- sneak arm ammunition occupied zone set booby trap israeli patrol every time israeli soldier kill injure trap israel retalliat indiscriminately bomb village choosing kill innocent civilian once announce bomb terrorist hideout 8 year old girl happen -PRON- accustomed israeli tactic figure israeli way tell be go to hurt soldier be go to pay price -PRON- accept price pay free land israel know hurt resistance militarily strike keep pressure villager demand young man stop attack israeli soldier attack take heavy toll life civilian villager israel 's retalliation policy cold hearted reality come accept deal lebanese resistance hand go stop attack occupy israeli soldier withdraw real leverage force israel withdraw the people south lebanon occupy shell israel regular basis -PRON- want occupy if israel insist call security zone necessary protection northern israel pay price occupation blood soldier if israel interested peace withdraw our land -PRON- ask establishment lebanese occupy zone northern israel protect village attack regular basis israel good policy removal israeli occupation establishment peace keep troop border -PRON- write newsgroup real solution come result comprehensive peace settlement israel withdraw border peace keeping troop station border insure border shell this realistic solution time israel realize concept buffer zone aim protect northern city fail in fact cause israeli death occasional shelling northern israel result if israel want save israeli life withdraw unilaterally call security zone conclusion peace talk such save israeli life advance peace effort israel great moral lift better israel 's public image abroad edge peace negociation israel rightly claim genuinely interested peace offer important concession along withdrawal israel demand hizbollah disarm lebanese government warn accept attack northern city shelling occur consider take buffer zone hold lebanese syrian government responsible there little incentive syrian lebanese goovernment allow hizbollah bomb israel proper circumstance lebanese government prove capable control disarm militia part lebanon if ask question -PRON- problem answering question no nobody qualified candidate murder justifie murder -PRON- agree case isareli soldier kill cannot qualified murder matter -PRON- feeling able similar statement maybe eliminate israelis jews be -PRON- wrong yes quarrel jews israeli civilian the real problem occupy israeli soldier brave israeli pilot bomb civilian village time occupying soldier attack dorin basil,1
1477,in article 20apr93.23565659.0109@vm1.mcgill.ca b8ha000 b8ha@musicb.mcgill.ca write in re syria 's expansion author write un think zionism racism wrong -PRON- correct time zionism racism thankfully mcgill daily student newspaper mcgill proud print article say if want copy send mail steve be article zionism the majority people -PRON- hear emit ignorant statement know zionism -PRON- associate think know political situation middle east so steve lets be zionism michael,1
1478,when go hear christian answer question in paraphrase on authority christians proclaim law prophets 7 major 12 minor accountable ten commandments jesus clearly speak -PRON- opinion matthew 5:14 19 what source pseudo doctrine who pseudo teacher who great deceiver ok be christian 's answer jesus jew christian in context matthew 5:14 19 make sense matt 5:17 do think -PRON- jesus come abolish law prophets -PRON- come abolish fulfill jesus live jewish law however -PRON- culmination promise prophets -PRON- come fulfill prophecy fully obey god 's purpose verse 18 say for truly -PRON- heaven earth pass away small letter stroke shall pass away law accomplish the key verse imho phrase jesus fulfillment law accomplish law suppose accomplish verse 19 whoever annuls commandment teach shall call kingdom heaven keep teach shall call great kingdom heaven take context jesus teach jewish people live life law make sense in general appear jesus respond criticism receive away law that jesus intent -PRON- come earth live law live fulfill promise god people way eve gen 3:15-the serpent bruise heel -PRON- bruise head jesus appear away law honor tradition man equal law god -PRON- regularly lock horn religious leader day conform rule god 's law in matthew passage jesus defend dedication law defend accusor almost entire sermon mount matt 5 7 dedicate help jewish people understand true intent law sweep away clutter introduce pharasee tradition in galatians 3:23 26 paul describe relationship jesus law way 23 but faith come keep custody law shut faith later reveal 24 therefore law tutor lead christ justify faith 25 but faith come longer tutor 26 for son god faith christ jesus -PRON- believe say christ reveal law serve be purpose i.e. tutor lead christ longer tutor the law fulfil christ say god author old law christ man jesus personality therefore old law new testament testament jesus base moral principle -PRON- make sense principle old law express christianity on hand law fulfil be purpose christians relate god christ law make sense new practice new symbolism establish represent mystery new relationship i.e. baptism represent christ 's death burial resurrection rom 6:3 8 the lord 's supper memorial -PRON- sacrifice -PRON- cor 11:26 sunday day worship commemorate -PRON- resurrection matt 28:1ff acts 20:7 ok that be christian 's explanation -PRON- not claim issue completely settle mind -PRON- welcome christians offer alternative please excuse long posting thank interest read far john nunnally nunnally@acs harding.edu,3
1479,cochrane james shapleigh write not time group commit suicide avoid shame capture persecution this group kill fulfill interpretation prophecy book suite paradise take innocent kid ride -PRON- hardly think fed motivate persecution if koresh surrender quietly authority fire shot american people fed hot seat but god tell play tough guy there be great strength yield appreciate peter m. yadlowsky wake the sky light academic computing center let net university virginia companion keyboard pmy@virginia edu basho,3
1480,in article 1993apr20.163730.16128@guinness.idbsu.edu betz@gozer.idbsu.edu andrew betz write in article c5rynw.iz8@news.udel.edu roby@chopin.udel.edu scott w roby write and -PRON- suppose fbi prevent come hand national tv camera watch watch two mile away far away happenn explain vengeful filter humiliated agency say quote enough as -PRON- understand consider unsafe tv network closer surely network judge risk reporting -PRON- not notice cnn ban baghdad hotel despite real risk have cruise missile land lobby incidentally explain assume city course missile happen hit hotel probability 1 large number unsafe -PRON- wonder alan greig janet a.greig@uk.ac.dct dundee institute technology internet a.greig@dct.ac.uk tel 0382 308810 int + 44 382 308810 never underestimate power human stupidity,0
1481,in article 1ppi1ginng19@elroy.jpl.nasa.gov carlos@beowulf jpl nasa gov carlos carrion write do greatly increase rate incarceration black dysfunctional majority support criminal activity be not matter demographic do not simply criminal behaviour common apt common 18 34 insert favorite correct number year old range percentage black range high group follow statistically black prison expect result note -PRON- not say black give stiff long sentence group -PRON- be sure effect issue representation black prison black + 2 crime report rate arrest rate incarceration rate violent crime so -PRON- doubt violent crime inherent bias mechanism present there wide discrepancy crime black wrt 3 category interestingly discrepancy large southern united states black incarcerate below average rest united states which point anti bias wrt black in case violent crime burglary drug selling black report 53 arrest 44 present jail prison 47 1988 consider 12 population black 6 black male percentage high low age group situation -PRON- remember old calculation right 4 population commit half nasty crime black similar history crime white sentence south receive 20 paper there actually people still believe love canal kind environmental disaster weird eh these opinion mine not -PRON- but -PRON- will rent -PRON- cheap,2
1482,roby@chopin.udel.edu scott w roby write the real question should feds bail steve jobs next la chrysler important manufacturing job not lose la chrysler okay kid near thousand dollar government spend bail chrysler more zero bzzzzzzzzzt wrong answer =========================================================================== don wiggins german irish american success get want lead scout baby boomers happiness want internet wiggins@osiris.cso.uiuc.edu brother dave gardner ===========================================================================,2
1483,bskendig@netcom.com brian kendig write b645zaw@utarlg.uta.edu stephen tice write one way patience too bad not wait be prospect god 's message so believe david koresh jesus christ -PRON- know everybody scoff guy hang cross -PRON- claim son god take thousand year forget preach love thy neighbor thyself anybody wonder guy set fire agent provacateur cutter@gloster.via.mind.org chris all job easy person not holt 's law,3
1484,in article 1qie2rinn1b9@cae.cad.gatech.edu vincent@cad.gatech.edu vincent fox write in 93104.173826u28037@uicvm.uic.edu jason kratz u28037@uicvm.uic.edu write delete and far fully automatic weapon lot good armed want hit aim what happen situation get totally blow proportion in post -PRON- refer regular patrolman car cruise city vs. gang member of course police access thing mention use tank time of course not be point -PRON- try every day -PRON- lunch -PRON- cop come the majority -PRON- carry revolver not wrong revolver be cop gang member couple automatic coat -PRON- mean semi auto handgun be go disadvantage training -PRON- shooting range gang gang member practice shooting -PRON- actually practice take gun quick possible shoot target not badly the university cop state cop arm better chicago police -PRON- state cop every city suburban police officer -PRON- have see twin cities year carry semi auto type different brand -PRON- not see glock 's with regard discussion -PRON- get dangerously far usual ranting t.p.g close realm r.g -PRON- would like cent worth while be wrong revolver especially large frame s&w .357 magnum favorite valid advantage semi auto -PRON- suggest read massad ayoob 's -PRON- know people not stand think be bull -PRON- think general material valid useful book the semi auto pistol police work like -PRON- define number way semi auto 's different different good the main advantage increase firepower accurate followup shot single action mode there certain propriatory nature gun take familiarity learn this diminish time criminal familiar different model semi auto cite stop slow criminal grab police officer gun define arm better go shoot revolver semi auto like colt .45 do fire faster nope aside fast rate fire usually desirable sure make guy duck cover you try hit thompson hose mode this military limit be m-16 3-round burst fire simple semi auto good troop like able rock roll wasteful ammo short supply enemy plentiful a revolver equally capable semi auto caliber a revolver advantage misfire pull trigger a double action revolver hand cock fire merely pull trigger yes best hand hold with single hand pull gun far target cock fire double action the da semi auto advantage plus sa shot a misfire revolver merely mean pull trigger rotate round -PRON- be sure mean different point in da semi auto pull trigger try drop hammer round advantage not revolver trigger pull round discuss point this fine dud hangfire situation grant be rare round confine cylinder place slingshott slide misfire take little time a revolver carry 6th chamber hammer maximum safety draw fire easy motion handed actually modern revolver design incorporate hammer block necessary usually recommend a revolver fall hard right angle actually break hammer driver firing pin round set speedloaders revolver allow reload fast magazine semi auto can faster depend user the good speedloader user especially spring loaded speed loader fast a problem eject spend case handed job drop expend magazine handed this mean insert fresh magazine soon old clear gun speed loader motion time -PRON- not advantage tactical reload replace partial magazine bring capacity partial magazine need later a misfire semi auto require clear jammed shell time spend fatal and vital second lose realize hey be jammed start clear yes time recognize problem important time clear really revolver semi auto odd actual misfire factory ammo awfully small -PRON- likely jam semi auto exceptionally rare modern quality gun sigs glocks et.al most semi auto slide work chamber round cock hammer some police carry semi auto chamber loaded hammer cock safety engage -PRON- consider safe -PRON- trade safety speed employment revolver there double action semi auto complexity operation require training all common semi auto 's carry round chamber safety problem while -PRON- statement -PRON- believe -PRON- apply one -PRON- have look for da semi be be different revolver situation the gun hammer firing pin block -PRON- safety because be real advantage carry cock lock safety speed employment revolver plus advantage sa followup shot -PRON- be familiar sa semi auto 1911-a1 -PRON- admit -PRON- initially skeptical carry cocked lock examine design try defeat safety gun unload course shoot lot -PRON- inherent safety problem especially thumbreak holster strap hammer this design get speed accurate shot revolver some police department switch glocks start quietly switch officer old revolver too have accident partly poor training receive not glocks require rocket scientist cop baffle complex timer vcr yeah infamous glock -PRON- not figure be bad revolver safety if not pull trigger not -PRON- imagine revolver shooting double action pull glock trigger far fire realize in addition develop nasty habit keep finger trigger holster gun rely thumb hammer remind blow foot would problem hammer not anyone go say criminal obviously outgun police not know firearm turn cops hunter pay attention -PRON- seek semi auto junk merely assume good job stupid a cop revolver hip shotgun rack equip short riot -PRON- think okay riot long be small b gun control hit aim if whip wonder fire real fast find not hit good control fire revolver likely hit -PRON- 9 mm beretta consider inferior carry weapon like ruger security six revolver if -PRON- not hit -PRON- be aim 5 shot seriously wrong somewhere while -PRON- like have backup capacity extra shot certain case overwhelmingly shot fire criminal encounter 5 -PRON- poor man 's beretta taurus 99 consider inferior carry weapon springfield .45 oops 9 mm vs. 45 argument relegate r.g -PRON- right if not hit aim shooter gun combination fail -PRON- not ascribe failure fire real fast wonder scenario mention gun this shooter failure lack discipline lack training what crook overwhelmingly use crime why nice simple .38 revolver police use well actually police prefer hefty .357 magnum 9 mm 's popular crook .38 lead list and like -PRON- say semi auto 's rule street cop do not know state patrol carry highway patrolman obplea do not flame -PRON- prefer semi auto thing but introduce unneccessary complication nerve wrack abrupt encounter lone criminal vincent not flame just $ 0.02 whoop look like $ 2.00 worth and imho check ayoob 's book if go plan perfect -batf spokesperson cnn 3/2/93 fail raid attempt tx,0
1485,bc744@cleveland freenet edu mark ira kaufman write information israel since -PRON- read american medium israeli medium -PRON- absolute certainty anybody reliesx exclusively american press knowledge israel true picture go of course read arab medium -PRON- read arab israeli jer post network western american french british report -PRON- israel -10 arabs + 10 bias scale course switch polarity israeli newspaper -9 -10 american lead newspaper tv news range -6 -10 yes israelis israelis the montreal suburban local free newspaper probably close kahane 's view israeli right wing newspaper british range 0 neutral -10 french iknow course range + 2 afro french magazine -10 arab official medium range 0 -5 egyptian + 9 sa why + 10 because want overdo stir people israel as claim israeli paper bias course some lean right left like medium america but report event people know -PRON- choose form opinion israel mideast base knowledge average american rely exclusively american medium report event mideast consistency accuracy average bias read probably -9 average american read read new york time similar news maker -8 read relatively biased newspaper good,1
1486,-PRON- like apologize typo previous post in retrospect -PRON- like quote source douglas c. haldeman 1991 book homosexuality therapy ineffective recently founder prominent ex gay ministry exodus international denounce conversion therapy procedure ineffective michael busse gary cooper cofounder exodus international lover 13 year involve organization 1976 1979 the program describe man ineffective person heal -PRON- state program exacerbate prominent feeling guilt personal failure counselee drive suicidal thought result fail reparative therapy the previous article quote posting the advocate june 30 1992 call the ex ex gay robert pela some personal thought -PRON- great astonishment concerted effort major portion church control mandate change minority rank this momentum spanish inquisition require confession faith torture save soul dispatch heaven death even later bible vigorously defend slavery oppression segragation african americans justification lynching today 's scholar bit slick approach the tool coersion mean brainwashing mind control convince people god see maintain cultic hold feel thi mind conditioning complete sure physically force stay reparative therapy sheer social pressure new find bondage self hate as abolitionist -PRON- advocate abolishment oppression persecution gay facet civil life a person judge contibution non contribution society live high brow standard conformity impose haven';t clue heart for seek information gays group accept contact near chapter pflag parents friends lesbians and gays happy assist this group people comprise gays lesbians bisexual parent friend form support group help understanding try talk parent gay son daughter learn hand real life love understanding god 's love understanding gay people abundant thank pax,3
1487,in article 1qjclt$nh7@horus.ap.mchp.sni.de frank@d012s658.uucp frank o'dwyer write -PRON- recall -PRON- enter fray matter response assertion simon clippingdale morality relative oops quite right -PRON- get busy -PRON- save frank 's post intend respond -PRON- -PRON- sort forget -PRON- will try soon be interested probably be be try sell -PRON- not think well yes maybe -PRON- -PRON- be try people buy opinion cause say opinion spread time honour memetic virus mode world veritable paradise so folk as -PRON- know -PRON- make sense frank o'dwyer -PRON- be hatch that odwyer@sse.ie hens evelyn conlon cheers simon simon clippingdale simon@dcs.warwick.ac.uk department computer science tel + 44 203 523296 university warwick fax + 44 203 525714 coventry cv4 7al u.k.,3
1488,in article 1993apr15.162552.5510@gordian.com mike@gordian.com michael a. thomas write in article 1qjtmjinnq45@elroy.jpl.nasa.gov carlos@beowulf jpl nasa gov carlos carrion write -PRON- come conclusion tv station la want riot happen verdict come why surprising then times pulitzers way year -PRON- suppose all medium want happen report be job duhhh but be surprising want riot amazing carry desire subtle way carlo -PRON- man favor have superior position assign white race abraham lincoln ames!elroy!jpl devvax!{beowulfpituco}!carlos,2
1489,"in article 1993apr16.142935.535@cs.yale.edu karage@scus1.ctstateu.edu angelos karageorgiou write if turks greece badly mistreat come elect m representative greek government pardon greece government rail road two turkish ethnic deputy while world human rights organizations scream greeks persistently work remove parliamentary immunity dr. sadik ahmet mr. ahmet faikoglu dr. sadik ahmet turkish ethnic member greek parliament visits us washington dc july 7- doctor sadik ahmet ethnic turkish member greek parliament visit us june 24 july 5th hold meeting human right organization high level us official washington dc new york at press conference national press club washington dc sadik ahmet explain plight ethnic turks greece state demand greek government ahmet say hope greece pressure generate western capital insist greece respect human right what have ethnic turks greece exactly south african apartheid -PRON- add what face pure greek hatred racial discrimination spelling demand turkish ethnic community greece say -PRON- want restoration greek citizenship 544 ethnic turks -PRON- citizenship revoke excuse people stay greece long -PRON- greek citizen reside greece actively serve greek army besides non turkish citizen greece subject kind interpretation extent greek americans greek citizenship permanently live united states -PRON- want guarantee turkish minority 's equal right -PRON- want greek government accept turkish minority grant civil right -PRON- people wait 25 year drive license the greek government grant building permit turks renovate building build new one if turkish hire government office furthermore want greek government equal opportunity business -PRON- grant license participate economic life greece in case deny medical license necessary practice surgery greek hospital despite fact -PRON- finish greek medical school follow necessary step career -PRON- want freedom expression ethnic turks -PRON- allow turks -PRON- subject number law suit imprison -PRON- call turk -PRON- want greek government provide freedom religion in separate interview the turkish times dr. sadik ahmet state condition ethnic turks deplorable eye greek law ethnic greeks equal ethnic turks as example say 20,000 telephone subscriber selanik thessaloniki 800 turks that turks want telephone service home business -PRON- say greek government change election law parliament independent representative state fact openly while minimum qualification requirement party term receive 3 vote impose requirement independent party include turkish candidate ahmet bear small village gumulcine komotini greece 1947 -PRON- earn medical degree university thessaloniki 1974 serve greek military infantryman in 1985 get involve community affair time collect 15,000 signature protest unjust implementation law ethnic turks in 1986 arrest police collect signature serdar argic -PRON- close road mountain pass serve way escape turks proceed work extermination ohanus appressian 1919 in soviet armenia today longer exist single turkish soul sahak melkonian 1920",1
1490,-PRON- say merlyn miss point christianity relationship -PRON- relationship god -PRON- know -PRON- consider mother merlyn -PRON- know mother what think -PRON- assert mother 9 foot tall murder father sexually abuse kid would know mother think blind arrogant idiot proclaim thing merlyn leroy say this analogy good example plenty people know god not agree thing like 1 child 2 approve polygamy 3 mohammed prophet now and people absolutely know god like not agree basic attribute like know god thing like wrong subjective certainty worthless knowledge god on hand -PRON- not know large group people claim absolute knowledge mother disagree basic attribute this difference real people imaginary friend meryln logic people disagree characteristic mother mother imaginary,3
1491,in article c4xawp.tak@watson.ibm.com margoli@watson.ibm.com larry margolis write in 1993apr3.041411.23590@ncsu.edu dsh@eceyv.ncsu.edu doug holtsinger write abortions destructive fetus permit birth promote supreme court call `` health yes doug know roe v. wade prevent state prohibit abortion necessary preserve life health woman only stupid people confuse discussion mental health relate jane doe mental institution attempt claim argument apply woman decide want abortion have bad hair day as know fact 100 trimester abortion perform country annually health reason larry margolis margoli@yktvmv bitnet margoli@watson ibm.com internet hmmm human gestation period like 39 week that mean trimester abortion 26 week in consult 1989 world almanac -PRON- 1 abortion 1983 21 week that be 1268 abortion 1983 21 week unless number abortion perform drop dramatically lot abortion 21 26 week -PRON- think wrong by way roe v. wade allow state adopt broad prohibition trimester abortion state california decline -PRON- report finally stop trimester elective abortion bay area not law hospital run nurse doctor willing not surprisingly bay area now chapter terribly upset -PRON- remain pro choice pro choicer compare abortion clinic religious ritual church start wonder bit pro life criticism abortion modern human sacrifice not grain truth clayton e. cramer uunet pyramid}!optilink!cramer -PRON- opinion relations people mutual consent,2
1492,in article 1993apr18.020655.14233@news.cs.brandeis.edu deane@binah.cc.brandeis.edu write okay -PRON- will bite -PRON- probably leave heck in article 1993apr14.124301.422@sun0.urz.uni-heidelberg.de gsmith@lauren.iwr.uni-heidelberg.de gene w. smith write in article tt3r2b5w165w@brewich.hou.tx.us popec@brewich.hou.tx.us pope charles write rhoemer guy responsible uniform prop early nazis rally the roehm rhoemer and hitler claim come swastika business but not credit actual flag design party member dentist -PRON- believe give credit mein kampf -PRON- kill early nazi purge -PRON- associate flame homosexual know flamboyant orgy -PRON- try find actual evidence common assertion recently postings group soc.history soc.culture.german uncover net.expert provide well -PRON- be expert history nazi germany assert -PRON- reference scandal occur long night long knife the impression -PRON- get homosexuality portion sa common knowledge also book homosexual author escape moment call homosexuals history assert roehm heines homosexual roehm 's sa circle rest delete can anybody a.p.h help find night brown shirt = kcochran@nyx.cs.du.edu b(0 4 c- d- e++ f- g++ k(+ m r(- s++(+ t tsakc= = -PRON- thought post idea responsibility beer pizza ok???=,3
1493,arf@genesis mcs.com jack schmidling write in article 1pprtvinnctl@aludra.usc.edu sgoldste@aludra.usc.edu fogbound child write arf@genesis mcs.com jack schmidling write in article 1993apr1.164804.1105@rapnet sanders lockheed com babb@k2 scott babb write jack schmidling arf@genesis mcs.com write jac2y@virginia edu jonathan a. cook jac2y write why restrict condemnation racial strife israel do situation bosnia tibet china etc merit comment as far -PRON- aware send close $ 100 billion dollar let -PRON- exaggerate -PRON- notice offer alternative number try size year 2000 american taxpayer give israel dollar star milky way galaxy -PRON- let look number ok -PRON- admit -PRON- hard datum why not help if compile comment list grant un repay loan direct aid -PRON- would interested if reference example congressional budget authorization hearings -PRON- look -PRON- would happy post verification datum otherwise -PRON- will try hand unfortunately -PRON- will not sufficient time available end month result delay let know be interested samuel mossad special agent id314159 media spiking mind control division los angeles offices pratice safe .signature prevent dangerous signature virii guildenstern -PRON- name shout certain dawn message summon there moment beginning say but miss,2
1494,in article 1993apr19.155856.8260@kpc.com henrik@quayle.kpc.com write in article 1993apr17.185118.10792@ee.rochester.edu terziogl@ee.rochester.edu esin terzioglu write in article 1993apr16.195452.21375@urartu.sdpa.org dbd@urartu.sdpa.org david davidian write 04/16/93 1045 armenia say it could shoot down turkish plane ermenistan kasiniyor let translate public traslation service get armenia get itchy esin let clearify mr. turkish armenia not get itchy she simply let world know she will no longer sit quiet let turks away famous trick armenians do remember turkish invasion greek island cypress while world simply watch -PRON- ignorance obvious posting 1 cyprus independent country turkish greek inhabitant not greek island like ignorant posting claim 2 the cyprus english time read learn post esin,1
1495,in article 1qkcok$s9i@usenet ins.cwru.edu ci946@cleveland freenet edu john k. gever write do rambos worry rape murder wilderness carry gun time home -PRON- be hell lot danger backcountry carry tool classify rambo pioneer come west rambo 's adrienne do anybody read group actual honest god experience violent crime backcountry tell -PRON- sort understand people want protect bear maybe dozen bear attack people north america year but worry rap buck tooth bubba overall irrational -PRON- think would lot safe videocassette deliverance gather burn tune change dozen bear attack believe need firearm need firearm public health expert tell far likely gun steal use family member use actual criminal cite reference will let note followup cite valid reference untruth the rambo warrior have hear undoubtedly consider exempt statistical reality be smart responsible live city be drive shoot couple day work medical center day not shoot victim come er -PRON- be bit skeptical value gun ownership -PRON- backcountry away environment -PRON- not want find people insist bring urban environment boom box computer gun naked forget match backpack sleep bag rest be modern convenience firearm tool people will not carry gaiter people firearm category personal choice factoid shoot victim er count come automobile accident automobile crime maybe outlaw car please post flame response rec.guns.rabid j. gever b'ham Alabama marciano pitargue@cisco.com,0
1496,in 1993apr19.024949.27846@nysernet.org astein@nysernet.org alan stein write + the golan heights security problem israel obviously + one + remember golan heights area + britain 's palestine mandate slat jewish + state britain trade france consideration in + word historical accident + syria the palestine mandate border border negotiate draw the golan list territory britian like palestine mandate until mandate come existance define boundary territory region if source claim present,1
1497,"in article 1993apr5.195216.27893@magnus.acs.ohio-state.edu mconners@magnus.acs.ohio-state.edu michael r conners write plug in- -PRON- be conservative -PRON- hate pee cee 's -PRON- use work proud owner next station the real question should feds bail steve jobs next la chrysler important manufacturing job not lose -PRON- remind old tom paxton song i""m change my name to chrysler tom paxton 1980 oh price gold rise sight and dollar sorry shape tonight what dollar now will not buy head lettus no economic forecast not right but amidst cloud -PRON- spot shin ray -PRON- caneven glimpse new good way and -PRON- have devise plan action work fraction and -PRON- be go action today chorus -PRON- change chrysler -PRON- go washington d.c. -PRON- tell power broker what iacoca will perfectly acceptable -PRON- change chrysler -PRON- head great receiving line so hand million grand -PRON- will stand hand yes sir -PRON- will when creditor scream dough -PRON- will proud tell -PRON- won'y scream holler -PRON- will pay dollar where endless stream money seam flow -PRON- will glad tell -PRON- matter simple form -PRON- be renumeration be liberal education be not kind glad -PRON- be debt chorus since amphibian crawl slime -PRON- have struggle unrelenting climb -PRON- hardly walk money start talk and be sad failure awful crime -PRON- be way millennium but be different point view if be corporate titanic failure gigantic down congress safety net chorus perhaps steven jobs paxton 's advice change chrysler set s&l maybe neil bush hand = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = akasacou@alfred.ccs.carleton.ca no eternal reward forgive waste dawn j.morrison the opinion express like admit = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = = =",2
